ano_registro,id_producto,titulo,tipo_producto,institucion,grupo_red,responsable
2010,300100211,RCEA-6-22892-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Hernández Mendoza Adrian
2010,300100212,RCEA-05-6434-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Hernández Moreno María del Carmen
2010,300100213,RCEA-05-11554-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Huesca Reynoso Luis
2010,300100214,RCEA-07-7869-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Islas Rubio Alma Rosa
2010,300100215,RCEA-6-21593-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Jara Marini Martín Enrique
2010,300100216,RCEA-04-19584-2010,Consultores certificados,RCEA-CONACYT,Sin dato,Laborín Álvarez Jesús Francisco
2010,300100217,RCEA-06-16043-2008,Consultores certificados,RCEA-CONACYT,Sin dato,Lizardi Mendoza Jaime
2010,300100218,RCEA-02-18292-2009,Consultores certificados,RCEA-CONACYT,Sin dato,López Franco Yolanda Leticia
2010,300100219,RCEA-04-15601-2008,Consultores certificados,RCEA-CONACYT,Sin dato,Luque Agraz Diana María Perfecta
2010,300100220,RCEA-7-22979-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Madera Santana Tomás Jesús
2010,300100221,RCEA-06-9567-2004,Consultores certificados,RCEA-CONACYT,Sin dato,Martínez Cordero Francisco Javier
2010,300100222,RCEA-6-21891-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Martínez Porchas Marcel
2010,300100223,RCEA-06-6728-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Martínez Téllez Miguel Ángel
2010,300100224,RCEA-6-22863-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Mata Haro Verónica
2010,300100225,RCEA-06-17194-2009,Consultores certificados,RCEA-CONACYT,Sin dato,Mazorra Manzano Miguel Angel
2010,300100226,RCEA-03-3898-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Méndez Estrada Rosa Olivia
2010,300100227,RCEA-06-16040-2008,Consultores certificados,RCEA-CONACYT,Sin dato,Mendoza Wilson Ana María
2010,300100228,RCEA-06-23070-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Morales Covarrubias María Soledad
2010,300100229,RCEA-03-3810-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Moya Camarena Silvia Yolanda
2010,300100230,RCEA-06-16099-2008,Consultores certificados,RCEA-CONACYT,Sin dato,Muhlia Almazán Adriana Teresita
2010,300100231,RCEA-06-13048-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Muy Rangel María Dolores
2010,300100232,RCEA-07-7836-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Noriega Orozco Lorena Olivia
2010,300100233,RCEA-04-11256-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Núñez Noriega Guillermo
2010,300100234,RCEA-05-11957-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Núñez Noriega Luis
2010,300100235,RCEA-06-11725-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Olivas Orozco Guadalupe Isela
2010,300100236,RCEA-06-17254-2009,Consultores certificados,RCEA-CONACYT,Sin dato,Ornelas Paz José de Jesús
2010,300100237,RCEA-05-5857-2003,Consultores certificados,RCEA-CONACYT,Sin dato,Ortega Vélez María Isabel
2010,300100238,RCEA-06-11712-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Osuna Enciso Tomás
2010,300100239,RCEA-06-7118-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Pacheco Aguilar Ramón
2010,300100240,RCEA-06-16116-2008,Consultores certificados,RCEA-CONACYT,Sin dato,Peña Ramos Etna Aida
2010,300100241,INNOVACION Y CERTIFICACION EN ALIMENTOS,Consultores certificados,CAMARA NACIONA DE LA INDUSTRIA DE LA TRANSFORMACION,Sin dato,Báez Sañudo Manuel Alonzo
2010,300100242,RCEA-02-11021-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Pfeiler Isham Edward Joseph Jr.
2010,300100243,RCEA-06-17201-2009,Consultores certificados,RCEA-CONACYT,Sin dato,Pinelli Saavedra Araceli
2010,300100244,RCEA-02-18761-2009,Consultores certificados,RCEA-CONACYT,Sin dato,Puello Cruz Ana Carmela
2010,300100245,RCEA-03-15530-2008,Consultores certificados,RCEA-CONACYT,Sin dato,Quihui Cota Luis
2010,300100246,RCEA-06-11697-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Ramírez Suárez Juan Carlos
2010,300100247,RCEA-06-16088-2008,Consultores certificados,RCEA-CONACYT,Sin dato,Ramos Clamont Montfort Gabriela
2010,300100248,RCEA-06-11722-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Rascón Chu Agustín
2010,300100249,RCEA-6-21894-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Recillas Mota Maricarmen Thalia
2010,300100250,RCEA-06-17199-2009,Consultores certificados,RCEA-CONACYT,Sin dato,Rivera Domínguez Marisela
2010,300100251,RCEA-04-4416-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Román Pérez Rosario
2010,300100252,RCEA-02-2365-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Ruiz Luna Arturo
2010,300100253,RCEA-05-11535-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Salazar Solano Vidal
2010,300100254,RCEA-06-7527-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Sánchez Chávez Esteban
2010,300100255,RCEA-06-7571-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Sánchez Escalante Armida
2010,300100256,RCEA-05-5823-2003,Consultores certificados,RCEA-CONACYT,Sin dato,Sandoval Godoy Sergio Alfonso
2010,300100257,RCEA-6-21675-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Sañudo Barajas Josefa Adriana
2010,300100258,RCEA-06-11726-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Sepúlveda Ahumada David Roberto
2010,300100259,RCEA-06-11649-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Siller Cepeda Jorge Humberto
2010,300100260,RCEA-06-7513-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Sotelo Mundo Rogerio Rafael
2010,300100261,RCEA-06-6719-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Soto Rodríguez Sonia Araceli
2010,300100262,RCEA-06-6730-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Soto Valdez Herlinda
2010,300100263,RCEA-05-13437-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Taddei Bringas Isabel Cristina
2010,300100264,RCEA-06-10589-2005,Consultores certificados,RCEA-CONACYT,Sin dato,Tiznado Hernández Martín Ernesto
2010,300100265,RCEA-6-21933-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Torres Llanez María de Jesús
2010,300100266,RCEA-06-7568-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Torrescano Urrutia Gastón Ramón
2010,300100267,RCEA-06-16083-2008,Consultores certificados,RCEA-CONACYT,Sin dato,Troncoso Rojas Rosalba
2010,300100268,RCEA-6-21871-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Valdez Hurtado Santiago
2010,300100269,RCEA-06-13161-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Valdez Torres José Benigno
2010,300100270,RCEA-03-3933-2003,Consultores certificados,RCEA-CONACYT,Sin dato,Valenzuela Quintanar Ana Isabel
2010,300100271,RCEA-02-2364-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Valenzuela Soto Elisa Miriam
2010,300100272,RCEA-06-6714-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Vallejo Galland Belinda
2010,300100273,RCEA-06-7047-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Vargas Albores Armando Francisco
2010,300100274,RCEA-06-7423-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Vargas Arispuro Irasema del Carmen
2010,300100275,RCEA-06-6914-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Vázquez Moreno Luz
2010,300100276,RCEA-04-4761-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Vera Noriega José Angel
2010,300100277,RCEA-06-7245-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Yépiz Plascencia Gloria Martína
2010,300100278,RCEA-06-19951-2010,Consultores certificados,RCEA-CONACYT,Sin dato,Zamudio Flores Paul Baruk
2010,300100279,Autorización No. AOO.212/0524/2004 Protección radiológica para encargados de seguridad radiológica,Consultores certificados,Instituto Nacional de Investigaciones Nucleares,Sin dato,Gallegos Aguilar Ana Cristina
2010,300100280,Evaluador miembro del registro conacyt de evaluadores acreditados RCEA-06-16133-2008,Consultores certificados,CONACYT,Sin dato,Allende Molar Raul
2010,300100285,Miembro del Registro Conacyt de Evaluadores Acreditados (RCEA) en el Área VI. Biotecnología y Agropecuarias,Consultores certificados,RCEA - CONACYT,Sin dato,Montoya Rodríguez Leobardo
2010,300100287,Constancia  RCEA-06-7465-2002,Consultores certificados,Conacyt,Sin dato,Hernández López Jesús
2010,300100288,Consultoría General,Consultores certificados,Sin dato,Sin dato,Islas Rubio Alma Rosa
2010,300100289,Implementador SQF Systems,Consultores certificados,Sin dato,Sin dato,Islas Rubio Alma Rosa
2010,300100292,INNOVACION Y CERTIFICACION EN ALIMENTOS,Consultores certificados,CANACINTRA,Sin dato,Contreras Martínez Rosalba
2010,300100295,Curso de acreditación en seguridad radiológica,Consultores certificados,"Control de Radiaciones e Ingeniería, S.A. de C.V.",Sin dato,Carrillo Yáñez Jesús Hector
2010,300100296,RCEA-06-13471-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Acedo Félix Evelia
2010,300100297,RCEA-02-19335-2010,Consultores certificados,RCEA-CONACYT,Sin dato,Acosta Muñiz Carlos Horacio
2010,300100298,RCEA-2-21418-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Aispuro Hernández Emmanuel
2010,300100299,RCEA-03-9675-2005,Consultores certificados,RCEA-CONACYT,Sin dato,Alemán Mateo Heliodoro
2010,300100300,RCEA-02-18642-2009,Consultores certificados,RCEA-CONACYT,Sin dato,Almazán Rueda Pablo
2010,300100301,RCEA-6-21883-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Alvarado González Sandra Monica
2010,300100302,RCEA-02-3060-2003,Consultores certificados,RCEA-CONACYT,Sin dato,Argüelles Monal Waldo Manuel
2010,300100303,RCEA-06-19921-2010,Consultores certificados,RCEA-CONACYT,Sin dato,Asaff Torres Ali Jesús
2010,300100304,RCEA-03-9216-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Astiazarán García Humberto Francisco
2010,300100305,RCEA-06-12241-2005,Consultores certificados,RCEA-CONACYT,Sin dato,Ávila Quezada Graciela Dolores
2010,300100306,RCEA-06-17264-2009,Consultores certificados,RCEA-CONACYT,Sin dato,Ayala Zavala Jesús Fernando
2010,300100307,RCEA-06-6729-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Báez Sañudo Reginaldo
2010,300100308,RCEA-06-10612-2005,Consultores certificados,RCEA-CONACYT,Sin dato,Balandrán Quintana René Renato
2010,300100309,RCEA-03-15524-2008,Consultores certificados,RCEA-CONACYT,Sin dato,Ballesteros Vásquez Martha Nydia
2010,300100310,RCEA-7-22071-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Barraza Jiménez Diana
2010,300100311,RCEA-02-12517-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Berlanga Robles Cesar Alejandro
2010,300100312,RCEA-02-12505-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Betancourt Lozano Miguel
2010,300100313,RCEA-5-22740-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Bracamontes Nevárez Joaquín
2010,300100314,RCEA-03-19414-2010,Consultores certificados,RCEA-CONACYT,Sin dato,Caire Juvera Graciela
2010,300100315,RCEA-02-2101-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Calderón de la Barca Cota Ana María
2010,300100316,RCEA-06-7820-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Calvario Martínez Omar
2010,300100317,RCEA-5-22659-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Camberos Castro Mario
2010,300100318,RCEA-06-11723-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Carvajal Millán Elizabeth
2010,300100319,RCEA-06-19873-2010,Consultores certificados,RCEA-CONACYT,Sin dato,Castro Del Campo Nohelia
2010,300100320,RCEA-03-10193-2005,Consultores certificados,RCEA-CONACYT,Sin dato,Chaidez Quiroz Cristobal
2010,300100321,RCEA-02-2144-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Chávez Sánchez María Cristina
2010,300100322,RCEA-02-18293-2009,Consultores certificados,RCEA-CONACYT,Sin dato,Contreras Vergara Carmen Arminda
2010,300100323,RCEA-06-6860-2002,Consultores certificados,RCEA-CONACYT,Sin dato,De la Torre Martínez María Mayra
2010,300100324,RCEA-03-9213-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Esparza Romero Julian
2010,300100325,RCEA-02-2886-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Esqueda Valle Martín Candelario
2010,300100326,RCEA-02-2933-2003,Consultores certificados,RCEA-CONACYT,Sin dato,Fajer Ávila Emma Joséfina
2010,300100327,RCEA-02-13339-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Findley Talbott Lloyd
2010,300100328,RCEA-02-2545-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Gallo Reynoso Juan Pablo
2010,300100192,Evaluador Acreditado ante ema,Evaluadores certificados por EMA,Entidad Mexicana de Acreditacion,Sin dato,Domínguez Jiménez Virginia Patricia
2010,300100291,Evaluador Acreditado ante EMA,Evaluadores certificados por EMA,Entidad Mexicana de Acreditación,Sin dato,Calvario Martínez Omar
2010,300100293,PROFICIENCY TESTS CONDUCTED BY FAPAS ON BEHALF OF NESTLÉ,Laboratorios acreditados,The Food and Enviroment Research Agency Sand Hutton,Sin dato,"Bastidas Bastidas Pedro de Jesús,Carrillo Yáñez Jesús Hector"
2010,300100281,Laboratorio de Inocuidad Agroalimentaria Acreditado por EMA Rama Sanidad Agropecuaria,Mantenimiento o ampliación de la acreditación,"COMITE DE SANIDAD FITOPECUARIA DEL ESTADO DE SONORA, S.C.",Sin dato,Báez Sañudo Reginaldo
2010,300100282,Laboratorio de Inocuidad Agroalimentaria Acreditado por EMA. AREA AGUA,Mantenimiento o ampliación de la acreditación,"COMITE DE SANIDAD FITOPECUARIA DEL ESTADO DE SONORA, S.C.",Sin dato,Báez Sañudo Reginaldo
2010,300100283,Determinacion de Salmonella en frutas y hortalizas (presencia o ausencia Metodo de Referencia SAOK USDA/CFAN BAM Chapter 5,Mantenimiento o ampliación de la acreditación,"Comite de Sanidad Fitopecuaria del Estdo de Sonora, S.C.",Sin dato,Báez Sañudo Reginaldo
2010,300100284,Ampleacion de Metodos Acreditados en Sanidad Agropecuaria No SA-0031-004/07. Metodo: Determinacionn ds Plagucidas Organoclorado y Organofodforados por GC-MS en Frutas y Hortalizas.,Mantenimiento o ampliación de la acreditación,"Comite de Sanidad Fitopecuaria del Estado de Sonora, S.C.",Sin dato,Báez Sañudo Reginaldo
2010,300100286,Laboratorio de Aseguramiento de la Calidad Microbiológica de Alimentos,Mantenimiento o ampliación de la acreditación,entidad mexicana de acreditación,Sin dato,Acedo Félix Evelia
2010,300100290,Mantener la acreditación ante la EMA como  laboratorio de ensayos en la rama de sanidad agropecuaria; laboratorio de residuos tóxicos,Mantenimiento o ampliación de la acreditación,Entidad Mexicana de Acreditacion,Sin dato,Vázquez Moreno Luz
2010,300100294,Acreditación como Organismo de Certificación de Producto,Mantenimiento o ampliación de la acreditación,Entidad Mexicana de Acreditación,Sin dato,Chaidez Quiroz Cristobal
2011,300100329,Registro Conacyt de Evaluadores Acreditados RCEA-06-16133-2008,Consultores certificados,CoNaCyT,Sin dato,Guerrero Prieto Víctor Manuel
2011,300100331,Miembro del Registro Conacyt de Evaluadores Acreditados (RCEA) en el Área VI. Biotecnología y Agropecuarias,Consultores certificados,CONACYT,Sin dato,Montoya Rodríguez Leobardo
2011,300100332,Auditor líder certificado ISO 22000:2005,Consultores certificados,Food Safety International Network,Sin dato,Montoya Rodríguez Leobardo
2011,300100334,Registro CONACYT de Evaluadores Acreditados (RCEA),Consultores certificados,CONACYT,Sin dato,Calvario Martínez Omar
2011,300100335,Equipo de Expertos Evaluadores,Consultores certificados,Secvretaría de Desarrollo Económico Gobierno del Estado de Sinaloa,Sin dato,Calvario Martínez Omar
2011,300100336,Evaluadores expertos certificados del estado de Sinaloa,Consultores certificados,Secretaría de Desarrollo Económico del Estado de Sinaloa (SEDECO),Sin dato,Almazán Rueda Pablo
2011,300100337,Registro Conacyt de Evaluadores Acreditados RCEA-06-16133-2008,Consultores certificados,CONACYT,Sin dato,Osuna Enciso Tomás
2011,300100338,Consultor certificado,Consultores certificados,Conacyt,Sin dato,Hernández López Jesús
2011,300100339,Evaluador Certificado por el Registro Conacyt de Evaluadores Acreditados,Consultores certificados,Conacyt,Sin dato,Allende Molar Raul
2011,300100341,RCEA-03-9213-2002,Consultores certificados,Conacyt,Sin dato,Esparza Romero Julian
2011,300100342,RCEA-06-13471-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Acedo Félix Evelia
2011,300100343,RCEA-02-19335-2010,Consultores certificados,RCEA-CONACYT,Sin dato,Acosta Muñiz Carlos Horacio
2011,300100344,RCEA-2-21418-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Aispuro Hernández Emmanuel
2011,300100345,RCEA-03-9675-2005,Consultores certificados,RCEA-CONACYT,Sin dato,Alemán Mateo Heliodoro
2011,300100346,RCEA-06-16133-2008,Consultores certificados,RCEA-CONACYT,Sin dato,Allende Molar Raul
2011,300100347,RCEA-02-18642-2009,Consultores certificados,RCEA-CONACYT,Sin dato,Almazán Rueda Pablo
2011,300100348,RCEA-6-21883-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Alvarado González Sandra Monica
2011,300100349,RCEA-06-11701-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Alvarez-Lajonchere García Luis Sergio
2011,300100350,RCEA-02-3060-2003,Consultores certificados,RCEA-CONACYT,Sin dato,Argüelles Monal Waldo Manuel
2011,300100351,RCEA-06-19921-2010,Consultores certificados,RCEA-CONACYT,Sin dato,Asaff Torres Ali Jesús
2011,300100352,RCEA-03-9216-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Astiazarán García Humberto Francisco
2011,300100353,RCEA-06-12241-2005,Consultores certificados,RCEA-CONACYT,Sin dato,Ávila Quezada Graciela Dolores
2011,300100354,RCEA-06-17264-2009,Consultores certificados,RCEA-CONACYT,Sin dato,Ayala Zavala Jesús Fernando
2011,300100355,RCEA-06-6729-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Báez Sañudo Reginaldo
2011,300100356,RCEA-06-10612-2005,Consultores certificados,RCEA-CONACYT,Sin dato,Balandrán Quintana René Renato
2011,300100357,RCEA-03-15524-2008,Consultores certificados,RCEA-CONACYT,Sin dato,Ballesteros Vásquez Martha Nydia
2011,300100358,RCEA-7-22071-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Barraza Jiménez Diana
2011,300100359,RCEA-02-12517-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Berlanga Robles Cesar Alejandro
2011,300100360,RCEA-02-12505-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Betancourt Lozano Miguel
2011,300100361,RCEA-5-22740-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Bracamontes Nevárez Joaquín
2011,300100362,RCEA-03-19414-2010,Consultores certificados,RCEA-CONACYT,Sin dato,Caire Juvera Graciela
2011,300100363,RCEA-02-2101-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Calderón de la Barca Cota Ana María
2011,300100364,RCEA-06-7820-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Calvario Martínez Omar
2011,300100365,RCEA-5-22659-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Camberos Castro Mario
2011,300100366,RCEA-06-11723-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Carvajal Millán Elizabeth
2011,300100367,RCEA-06-19873-2010,Consultores certificados,RCEA-CONACYT,Sin dato,Castro Del Campo Nohelia
2011,300100368,RCEA-03-10193-2005,Consultores certificados,RCEA-CONACYT,Sin dato,Chaidez Quiroz Cristobal
2011,300100369,RCEA-02-2144-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Chávez Sánchez María Cristina
2011,300100370,RCEA-02-18293-2009,Consultores certificados,RCEA-CONACYT,Sin dato,Contreras Vergara Carmen Arminda
2011,300100371,RCEA-06-6860-2002,Consultores certificados,RCEA-CONACYT,Sin dato,De la Torre Martínez María Mayra
2011,300100372,RCEA-03-9213-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Esparza Romero Julian
2011,300100373,RCEA-02-2886-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Esqueda Valle Martín Candelario
2011,300100374,RCEA-02-2933-2003,Consultores certificados,RCEA-CONACYT,Sin dato,Fajer Ávila Emma Joséfina
2011,300100375,RCEA-02-13339-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Findley Talbott Lloyd
2011,300100376,RCEA-02-2545-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Gallo Reynoso Juan Pablo
2011,300100377,RCEA-06-9444-2004,Consultores certificados,RCEA-CONACYT,Sin dato,García Aguilar Noemi
2011,300100378,RCEA-02-3019-2002,Consultores certificados,RCEA-CONACYT,Sin dato,García De la Parra Luz María
2011,300100379,RCEA-06-7039-2002,Consultores certificados,RCEA-CONACYT,Sin dato,García Estrada Raymundo Saúl
2011,300100380,RCEA-02-3018-2002,Consultores certificados,RCEA-CONACYT,Sin dato,García Gasca Silvia Alejandra
2011,300100381,RCEA-02-3072-2003,Consultores certificados,RCEA-CONACYT,Sin dato,García Hernández Jaqueline
2011,300100382,RCEA-6-21671-2011,Consultores certificados,RCEA-CONACYT,Sin dato,García Sifuentes Celia Olivia
2011,300100383,RCEA-06-7207-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Gardea Béjar Alfonso Antero
2011,300100384,RCEA-06-7473-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Gollas Galván Teresa
2011,300100385,RCEA-06-7385-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Gómez Gil Rodríguez Sala Bruno
2011,300100386,RCEA-02-10078-2005,Consultores certificados,RCEA-CONACYT,Sin dato,Gómez Jiménez Silvia
2011,300100387,RCEA-06-7226-2002,Consultores certificados,RCEA-CONACYT,Sin dato,González Aguilar Gustavo Adolfo
2011,300100388,RCEA-07-9572-2004,Consultores certificados,RCEA-CONACYT,Sin dato,González Córdova Aarón Fernando
2011,300100389,RCEA-06-6727-2003,Consultores certificados,RCEA-CONACYT,Sin dato,González León Alberto
2011,300100390,RCEA-02-2482-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Goycoolea Valencia Francisco
2011,300100391,RCEA-07-20395-2010,Consultores certificados,RCEA-CONACYT,Sin dato,Heredia . José Basilio
2011,300100392,RCEA-06-19909-2010,Consultores certificados,RCEA-CONACYT,Sin dato,Hernández González Crisantema
2011,300100393,RCEA-06-7465-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Hernández López Jesús
2011,300100394,RCEA-6-22892-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Hernández Mendoza Adrian
2011,300100395,RCEA-05-6434-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Hernández Moreno María del Carmen
2011,300100396,RCEA-05-11554-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Huesca Reynoso Luis
2011,300100397,RCEA-07-7869-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Islas Rubio Alma Rosa
2011,300100398,RCEA-6-21593-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Jara Marini Martín Enrique
2011,300100399,RCEA-04-19584-2010,Consultores certificados,RCEA-CONACYT,Sin dato,Laborín Álvarez Jesús Francisco
2011,300100400,RCEA-06-16043-2008,Consultores certificados,RCEA-CONACYT,Sin dato,Lizardi Mendoza Jaime
2011,300100401,RCEA-02-18292-2009,Consultores certificados,RCEA-CONACYT,Sin dato,López Franco Yolanda Leticia
2011,300100402,RCEA-04-15601-2008,Consultores certificados,RCEA-CONACYT,Sin dato,Luque Agraz Diana María Perfecta
2011,300100403,RCEA-7-22979-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Madera Santana Tomás Jesús
2011,300100404,RCEA-06-9567-2004,Consultores certificados,RCEA-CONACYT,Sin dato,Martínez Cordero Francisco Javier
2011,300100405,RCEA-6-21891-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Martínez Porchas Marcel
2011,300100406,RCEA-06-6728-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Martínez Téllez Miguel Ángel
2011,300100407,RCEA-6-22863-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Mata Haro Verónica
2011,300100408,RCEA-06-17194-2009,Consultores certificados,RCEA-CONACYT,Sin dato,Mazorra Manzano Miguel Angel
2011,300100409,RCEA-03-3898-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Méndez Estrada Rosa Olivia
2011,300100410,RCEA-06-16040-2008,Consultores certificados,RCEA-CONACYT,Sin dato,Mendoza Wilson Ana María
2011,300100411,RCEA-6-21917-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Montalvo Corral Maricela
2011,300100412,RCEA-06-9569-2004,Consultores certificados,RCEA-CONACYT,Sin dato,Montoya Rodríguez Leobardo
2011,300100413,RCEA-06-23070-2011,Consultores certificados,RCEA-CONACYT,Sin dato,Morales Covarrubias María Soledad
2011,300100414,RCEA-03-3810-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Moya Camarena Silvia Yolanda
2011,300100415,RCEA-06-16099-2008,Consultores certificados,RCEA-CONACYT,Sin dato,Muhlia Almazán Adriana Teresita
2011,300100416,RCEA-06-13048-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Muy Rangel María Dolores
2011,300100417,RCEA-07-7836-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Noriega Orozco Lorena Olivia
2011,300100418,RCEA-04-11256-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Núñez Noriega Guillermo
2011,300100419,RCEA-05-11957-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Núñez Noriega Luis
2011,300100420,RCEA-06-11725-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Olivas Orozco Guadalupe Isela
2011,300100421,RCEA-06-17254-2009,Consultores certificados,RCEA-CONACYT,Sin dato,Ornelas Paz José de Jesús
2011,300100422,RCEA-05-5857-2003,Consultores certificados,RCEA-CONACYT,Sin dato,Ortega Vélez María Isabel
2011,300100423,RCEA-06-11712-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Osuna Enciso Tomás
2011,300100424,RCEA-06-7118-2002,Consultores certificados,RCEA-CONACYT,Sin dato,Pacheco Aguilar Ramón
2011,300100425,RCEA-06-16116-2008,Consultores certificados,RCEA-CONACYT,Sin dato,Peña Ramos Etna Aida
2011,300100426,RCEA-02-11021-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Pfeiler Isham Edward Joseph Jr.
2011,300100427,RCEA-06-17201-2009,Consultores certificados,RCEA-CONACYT,Sin dato,Pinelli Saavedra Araceli
2011,300100428,RCEA-02-18761-2009,Consultores certificados,RCEA-CONACYT,Sin dato,Puello Cruz Ana Carmela
2011,300100429,RCEA-03-15530-2008,Consultores certificados,RCEA-CONACYT,Sin dato,Quihui Cota Luis
2011,300100430,RCEA-06-11697-2006,Consultores certificados,RCEA-CONACYT,Sin dato,Ramírez Suárez Juan Carlos
2011,300100431,RCEA-06-16088-2008,Consultores certificados,RCEA-CONACYT,Sin dato,Ramos Clamont Montfort Gabriela
